ID,filter,rell_number,date,hour,minute,seconds,FTS.GZ,JPG
nso_0244_04524,527.0,FL7418,15Jan74,22.0,28.0,15.0,nso_0244_04524.fts.gz,nso_0244_04524.jpg
nso_0244_05278,527.0,FL7418,16Jan74,15.0,20.0,55.0,nso_0244_05278.fts.gz,nso_0244_05278.jpg
nso_0244_06032,527.0,FL7418,16Jan74,17.0,51.0,40.0,nso_0244_06032.fts.gz,nso_0244_06032.jpg
nso_0244_06786,527.0,FL7418,16Jan74,20.0,22.0,40.0,nso_0244_06786.fts.gz,nso_0244_06786.jpg
nso_0244_07541,527.0,FL7419,16Jan74,22.0,54.0,40.0,nso_0244_07541.fts.gz,nso_0244_07541.jpg
nso_0244_08295,527.0,FL7419,17Jan74,15.0,52.0,0.0,nso_0244_08295.fts.gz,nso_0244_08295.jpg
nso_0244_09050,527.0,FL7419,17Jan74,18.0,17.0,40.0,nso_0244_09050.fts.gz,nso_0244_09050.jpg
nso_0244_09804,527.0,FL7420,17Jan74,20.0,52.0,5.0,nso_0244_09804.fts.gz,nso_0244_09804.jpg
nso_0244_10558,527.0,FL7421,19Jan74,15.0,1.0,20.0,nso_0244_10558.fts.gz,nso_0244_10558.jpg
nso_0244_11312,527.0,FL7421,19Jan74,18.0,3.0,20.0,nso_0244_11312.fts.gz,nso_0244_11312.jpg
nso_0244_12066,527.0,FL7421,19Jan74,20.0,32.0,40.0,nso_0244_12066.fts.gz,nso_0244_12066.jpg
nso_0244_12820,527.0,FL7421,19Jan74,23.0,4.0,0.0,nso_0244_12820.fts.gz,nso_0244_12820.jpg
nso_0244_13574,527.0,FL7422,20Jan74,16.0,33.0,40.0,nso_0244_13574.fts.gz,nso_0244_13574.jpg
nso_0244_14329,527.0,FL7422,20Jan74,19.0,13.0,40.0,nso_0244_14329.fts.gz,nso_0244_14329.jpg
nso_0244_15083,527.0,FL7422,21Jan74,14.0,38.0,40.0,nso_0244_15083.fts.gz,nso_0244_15083.jpg
nso_0245_00751,521,FL7423,,16,35,,nso_0245_00751.fts.gz,nso_0245_00751.jpg
nso_0245_01502,521,,22Jan74,9,12,,nso_0245_01502.fts.gz,nso_0245_01502.jpg
nso_0245_02253,527.0,FL7423,23Jan74,15.0,16.0,40.0,nso_0245_02253.fts.gz,nso_0245_02253.jpg
nso_0245_03004,527.0,FL7423,23Jan74,17.0,47.0,40.0,nso_0245_03004.fts.gz,nso_0245_03004.jpg
nso_0245_03755,527.0,FL7423,25Jan74,14.0,38.0,20.0,nso_0245_03755.fts.gz,nso_0245_03755.jpg
nso_0245_04506,521,,25Jan74,7,11,,nso_0245_04506.fts.gz,nso_0245_04506.jpg
nso_0245_05257,527.0,FL7423,25Jan74,19.0,54.0,40.0,nso_0245_05257.fts.gz,nso_0245_05257.jpg
nso_0245_06008,527.0,FL7423,25Jan74,22.0,51.0,0.0,nso_0245_06008.fts.gz,nso_0245_06008.jpg
nso_0245_06759,521,,26Jan74,5,36,,nso_0245_06759.fts.gz,nso_0245_06759.jpg
nso_0245_07510,527.0,FL7423,26Jan74,18.0,2.0,25.0,nso_0245_07510.fts.gz,nso_0245_07510.jpg
nso_0245_08261,527.0,FL7424,26Jan74,20.0,39.0,0.0,nso_0245_08261.fts.gz,nso_0245_08261.jpg
nso_0245_09012,527.0,FL7424,26Jan74,23.0,9.0,45.0,nso_0245_09012.fts.gz,nso_0245_09012.jpg
nso_0245_09763,527.0,FL7424,28Jan74,16.0,33.0,0.0,nso_0245_09763.fts.gz,nso_0245_09763.jpg
nso_0245_10514,527.0,FL7424,28Jan74,19.0,6.0,15.0,nso_0245_10514.fts.gz,nso_0245_10514.jpg
nso_0245_11265,521,,28Jan74,21,37,,nso_0245_11265.fts.gz,nso_0245_11265.jpg
nso_0245_12016,527.0,FL7424,29Jan74,14.0,24.0,40.0,nso_0245_12016.fts.gz,nso_0245_12016.jpg
nso_0245_12767,527.0,FL7424,29Jan74,16.0,58.0,25.0,nso_0245_12767.fts.gz,nso_0245_12767.jpg
nso_0245_13518,527.0,FL7424,29Jan74,19.0,28.0,20.0,nso_0245_13518.fts.gz,nso_0245_13518.jpg
nso_0245_14269,527.0,FL7424,29Jan74,21.0,58.0,25.0,nso_0245_14269.fts.gz,nso_0245_14269.jpg
nso_0245_15020,527.0,FL7424,30Jan74,14.0,50.0,25.0,nso_0245_15020.fts.gz,nso_0245_15020.jpg
nso_0246_00798,527.0,FL7425,30Jan74,18.0,8.0,5.0,nso_0246_00798.fts.gz,nso_0246_00798.jpg
nso_0246_01596,527.0,FL7425,31Jan74,16.0,17.0,20.0,nso_0246_01596.fts.gz,nso_0246_01596.jpg
nso_0246_02394,527.0,FL7425,31Jan74,18.0,56.0,5.0,nso_0246_02394.fts.gz,nso_0246_02394.jpg
nso_0246_03192,527.0,FL7425,31Jan74,21.0,35.0,40.0,nso_0246_03192.fts.gz,nso_0246_03192.jpg
nso_0246_03990,527.0,FL7425,01Feb74,14.0,34.0,10.0,nso_0246_03990.fts.gz,nso_0246_03990.jpg
nso_0246_04788,527.0,FL7425,01Feb74,18.0,4.0,20.0,nso_0246_04788.fts.gz,nso_0246_04788.jpg
nso_0246_05586,521,-,01Feb74,0,37,-,nso_0246_05586.fts.gz,nso_0246_05586.jpg
nso_0246_06384,527.0,FL7425,01Feb74,23.0,36.0,10.0,nso_0246_06384.fts.gz,nso_0246_06384.jpg
nso_0246_07182,521,-,02Feb74,6,-,-,nso_0246_07182.fts.gz,nso_0246_07182.jpg
nso_0246_07980,527.0,FL7426,02Feb74,19.0,34.0,15.0,nso_0246_07980.fts.gz,nso_0246_07980.jpg
nso_0246_08778,527.0,FL7426,03Feb74,21.0,23.0,0.0,nso_0246_08778.fts.gz,nso_0246_08778.jpg
nso_0246_09576,521,-,04Feb74,18,55,5,nso_0246_09576.fts.gz,nso_0246_09576.jpg
nso_0246_10374,527.0,FL7426,05Feb74,16.0,46.0,0.0,nso_0246_10374.fts.gz,nso_0246_10374.jpg
nso_0246_11172,521,-,-,18,20,15,nso_0246_11172.fts.gz,nso_0246_11172.jpg
nso_0246_11970,521,-,08Feb74,7,2,-,nso_0246_11970.fts.gz,nso_0246_11970.jpg
nso_0246_12768,521,-,-,15,05,20,nso_0246_12768.fts.gz,nso_0246_12768.jpg
nso_0246_13566,521,-,-,22,35,20,nso_0246_13566.fts.gz,nso_0246_13566.jpg
nso_0246_14364,527.0,FL7427,10Feb74,22.0,5.0,10.0,nso_0246_14364.fts.gz,nso_0246_14364.jpg
nso_0246_15162,527.0,FL7427,11Feb74,21.0,12.0,35.0,nso_0246_15162.fts.gz,nso_0246_15162.jpg
nso_0246_15960,521,FL7427,-,20,40,35,nso_0246_15960.fts.gz,nso_0246_15960.jpg
nso_0247_00880,527.0,FL7428,15Feb74,16.0,40.0,5.0,nso_0247_00880.fts.gz,nso_0247_00880.jpg
nso_0247_01760,527.0,FL7428,17Feb74,14.0,10.0,25.0,nso_0247_01760.fts.gz,nso_0247_01760.jpg
nso_0247_02640,527.0,FL7428,21Feb74,19.0,27.0,0.0,nso_0247_02640.fts.gz,nso_0247_02640.jpg
nso_0247_03520,527.0,FL7429,22Feb74,17.0,14.0,10.0,nso_0247_03520.fts.gz,nso_0247_03520.jpg
nso_0247_04400,527.0,FL7429,23Feb74,14.0,42.0,45.0,nso_0247_04400.fts.gz,nso_0247_04400.jpg
nso_0247_05280,527.0,FL7430,23Feb74,21.0,5.0,20.0,nso_0247_05280.fts.gz,nso_0247_05280.jpg
nso_0247_06160,527.0,FL7430,24Feb74,19.0,4.0,0.0,nso_0247_06160.fts.gz,nso_0247_06160.jpg
nso_0247_07040,527.0,FL7430,25Feb74,17.0,5.0,5.0,nso_0247_07040.fts.gz,nso_0247_07040.jpg
nso_0247_07920,527.0,FL7430,26Feb74,18.0,11.0,0.0,nso_0247_07920.fts.gz,nso_0247_07920.jpg
nso_0247_08800,527.0,FL7430,27Feb74,21.0,50.0,0.0,nso_0247_08800.fts.gz,nso_0247_08800.jpg
nso_0247_09680,527.0,FL7430,28Feb74,20.0,20.0,5.0,nso_0247_09680.fts.gz,nso_0247_09680.jpg
nso_0247_10560,527.0,FL7430,01Mar74,20.0,10.0,5.0,nso_0247_10560.fts.gz,nso_0247_10560.jpg
nso_0247_11440,527.0,FL7431,04Mar74,14.0,5.0,5.0,nso_0247_11440.fts.gz,nso_0247_11440.jpg
nso_0247_12320,527.0,FL7431,04Mar74,22.0,30.0,5.0,nso_0247_12320.fts.gz,nso_0247_12320.jpg
nso_0247_13200,527.0,FL7431,05Mar74,20.0,36.0,0.0,nso_0247_13200.fts.gz,nso_0247_13200.jpg
nso_0247_14080,527.0,FL7431,06Mar74,18.0,10.0,20.0,nso_0247_14080.fts.gz,nso_0247_14080.jpg
nso_0247_14960,527.0,FL7432,08Mar74,18.0,19.0,0.0,nso_0247_14960.fts.gz,nso_0247_14960.jpg
nso_0247_15840,527.0,FL7432,09Mar74,17.0,8.0,0.0,nso_0247_15840.fts.gz,nso_0247_15840.jpg
nso_0247_16720,527.0,FL7432,10Mar74,16.0,47.0,0.0,nso_0247_16720.fts.gz,nso_0247_16720.jpg
nso_0247_17600,,,,,,,nso_0247_17600.fts.gz,nso_0247_17600.jpg
nso_0248_00916,527.0,FL7433,11Mar74,22.0,11.0,0.0,nso_0248_00916.fts.gz,nso_0248_00916.jpg
nso_0248_01832,527.0,FL7433,12Mar74,20.0,49.0,0.0,nso_0248_01832.fts.gz,nso_0248_01832.jpg
nso_0248_02748,527.0,FL7433,13Mar74,20.0,47.0,0.0,nso_0248_02748.fts.gz,nso_0248_02748.jpg
nso_0248_03664,527.0,FL7433,14Mar74,19.0,35.0,20.0,nso_0248_03664.fts.gz,nso_0248_03664.jpg
nso_0248_04580,527.0,FL7433,15Mar74,22.0,47.0,0.0,nso_0248_04580.fts.gz,nso_0248_04580.jpg
nso_0248_05496,527.0,FL7433,16Mar74,20.0,50.0,15.0,nso_0248_05496.fts.gz,nso_0248_05496.jpg
nso_0248_06412,527.0,FL7433,17Mar74,18.0,43.0,0.0,nso_0248_06412.fts.gz,nso_0248_06412.jpg
nso_0248_07328,527.0,FL7434,18Mar74,17.0,45.0,0.0,nso_0248_07328.fts.gz,nso_0248_07328.jpg
nso_0248_08244,527.0,FL7434,19Mar74,16.0,30.0,15.0,nso_0248_08244.fts.gz,nso_0248_08244.jpg
nso_0248_09160,527.0,FL7434,22Mar74,17.0,52.0,25.0,nso_0248_09160.fts.gz,nso_0248_09160.jpg
nso_0248_10076,527.0,FL7434,23Mar74,17.0,24.0,20.0,nso_0248_10076.fts.gz,nso_0248_10076.jpg
nso_0248_10992,527.0,FL7434,24Mar74,19.0,38.0,0.0,nso_0248_10992.fts.gz,nso_0248_10992.jpg
nso_0248_11908,527.0,FL7434,25Mar74,17.0,30.0,0.0,nso_0248_11908.fts.gz,nso_0248_11908.jpg
nso_0248_12824,527.0,FL7434,26Mar74,15.0,5.0,20.0,nso_0248_12824.fts.gz,nso_0248_12824.jpg
nso_0248_13740,527.0,FL7434,26Mar74,23.0,36.0,0.0,nso_0248_13740.fts.gz,nso_0248_13740.jpg
nso_0248_14656,527.0,FL7435,28Mar74,16.0,24.0,0.0,nso_0248_14656.fts.gz,nso_0248_14656.jpg
nso_0248_15572,527.0,FL7435,29Mar74,14.0,33.0,0.0,nso_0248_15572.fts.gz,nso_0248_15572.jpg
nso_0248_16488,527.0,FL7435,29Mar74,23.0,50.0,20.0,nso_0248_16488.fts.gz,nso_0248_16488.jpg
nso_0248_17404,527.0,FL7435,30Mar74,21.0,47.0,0.0,nso_0248_17404.fts.gz,nso_0248_17404.jpg
nso_0248_18320,527.0,FL7435,31Mar74,23.0,45.0,40.0,nso_0248_18320.fts.gz,nso_0248_18320.jpg
nso_0249_00869,527.0,FL7435,01Apr74,21.0,20.0,5.0,nso_0249_00869.fts.gz,nso_0249_00869.jpg
nso_0249_01738,527.0,FL7435,03Apr74,18.0,25.0,15.0,nso_0249_01738.fts.gz,nso_0249_01738.jpg
nso_0249_02607,527.0,FL7435,04Apr74,18.0,10.0,15.0,nso_0249_02607.fts.gz,nso_0249_02607.jpg
nso_0249_03476,527.0,FL7436,05Apr74,16.0,5.0,10.0,nso_0249_03476.fts.gz,nso_0249_03476.jpg
nso_0249_04345,527.0,FL7436,05Apr74,0.0,0.0,0.0,nso_0249_04345.fts.gz,nso_0249_04345.jpg
nso_0249_05214,527.0,FL7436,06Apr74,21.0,35.0,10.0,nso_0249_05214.fts.gz,nso_0249_05214.jpg
nso_0249_06083,527.0,FL7436,07Apr74,19.0,30.0,5.0,nso_0249_06083.fts.gz,nso_0249_06083.jpg
nso_0249_06952,527.0,FL7436,08Apr74,17.0,0.0,5.0,nso_0249_06952.fts.gz,nso_0249_06952.jpg
nso_0249_07821,527.0,FL7436,09Apr74,14.0,30.0,20.0,nso_0249_07821.fts.gz,nso_0249_07821.jpg
nso_0249_08690,527.0,FL7436,10Apr74,16.0,7.0,0.0,nso_0249_08690.fts.gz,nso_0249_08690.jpg
nso_0249_09559,527.0,FL7436,11Apr74,15.0,35.0,20.0,nso_0249_09559.fts.gz,nso_0249_09559.jpg
nso_0249_10428,527.0,FL7437,11Apr74,23.0,7.0,0.0,nso_0249_10428.fts.gz,nso_0249_10428.jpg
nso_0249_11297,527.0,FL7437,12Apr74,20.0,16.0,0.0,nso_0249_11297.fts.gz,nso_0249_11297.jpg
nso_0249_12166,527.0,FL7437,13Apr74,15.0,50.0,40.0,nso_0249_12166.fts.gz,nso_0249_12166.jpg
nso_0249_13035,527.0,FL7437,13Apr74,22.0,33.0,0.0,nso_0249_13035.fts.gz,nso_0249_13035.jpg
nso_0249_13904,527.0,FL7437,14Apr74,19.0,45.0,15.0,nso_0249_13904.fts.gz,nso_0249_13904.jpg
nso_0249_14773,527.0,FL7437,15Apr74,15.0,35.0,5.0,nso_0249_14773.fts.gz,nso_0249_14773.jpg
nso_0249_15642,527.0,FL7437,15Apr74,23.0,32.0,0.0,nso_0249_15642.fts.gz,nso_0249_15642.jpg
nso_0249_16511,527.0,FL7437,16Apr74,19.0,0.0,20.0,nso_0249_16511.fts.gz,nso_0249_16511.jpg
nso_0249_17380,527.0,FL7437,16Apr74,23.0,25.0,10.0,nso_0249_17380.fts.gz,nso_0249_17380.jpg
nso_0250_01087,527.0,FL7438,17Apr74,23.0,19.0,0.0,nso_0250_01087.fts.gz,nso_0250_01087.jpg
nso_0250_02174,527.0,FL7438,18Apr74,23.0,10.0,0.0,nso_0250_02174.fts.gz,nso_0250_02174.jpg
nso_0250_03261,527.0,FL7438,20Apr74,14.0,25.0,10.0,nso_0250_03261.fts.gz,nso_0250_03261.jpg
nso_0250_04348,527.0,FL7438,21Apr74,13.0,12.0,0.0,nso_0250_04348.fts.gz,nso_0250_04348.jpg
nso_0250_05435,527.0,FL7438,22Apr74,14.0,35.0,15.0,nso_0250_05435.fts.gz,nso_0250_05435.jpg
nso_0250_06522,527.0,FL7438,23Apr74,14.0,11.0,0.0,nso_0250_06522.fts.gz,nso_0250_06522.jpg
nso_0250_07609,527.0,FL7439,24Apr74,15.0,58.0,0.0,nso_0250_07609.fts.gz,nso_0250_07609.jpg
nso_0250_08696,527.0,FL7439,25Apr74,17.0,30.0,10.0,nso_0250_08696.fts.gz,nso_0250_08696.jpg
nso_0250_09783,527.0,FL7439,27Apr74,15.0,4.0,0.0,nso_0250_09783.fts.gz,nso_0250_09783.jpg
nso_0250_10870,527.0,FL7439,29Apr74,15.0,20.0,10.0,nso_0250_10870.fts.gz,nso_0250_10870.jpg
nso_0250_11957,527.0,FL7439,30Apr74,17.0,19.0,0.0,nso_0250_11957.fts.gz,nso_0250_11957.jpg
nso_0250_13044,527.0,FL7439,01Apr74,19.0,55.0,0.0,nso_0250_13044.fts.gz,nso_0250_13044.jpg
nso_0250_14131,527.0,FL7439,02Apr74,18.0,40.0,15.0,nso_0250_14131.fts.gz,nso_0250_14131.jpg
nso_0250_15218,527.0,FL7440,03Apr74,17.0,54.0,0.0,nso_0250_15218.fts.gz,nso_0250_15218.jpg
nso_0250_16305,527.0,FL7440,04Apr74,17.0,15.0,15.0,nso_0250_16305.fts.gz,nso_0250_16305.jpg
nso_0250_17392,527.0,FL7440,05Apr74,15.0,40.0,5.0,nso_0250_17392.fts.gz,nso_0250_17392.jpg
nso_0250_18479,527.0,FL7440,07Apr74,17.0,20.0,20.0,nso_0250_18479.fts.gz,nso_0250_18479.jpg
nso_0250_19566,527.0,FL7440,08Apr74,16.0,49.0,30.0,nso_0250_19566.fts.gz,nso_0250_19566.jpg
nso_0250_20653,527.0,FL7440,10Apr74,13.0,31.0,0.0,nso_0250_20653.fts.gz,nso_0250_20653.jpg
nso_0250_21740,527.0,FL7440,10Apr74,23.0,36.0,25.0,nso_0250_21740.fts.gz,nso_0250_21740.jpg
nso_0251_00979,527.0,FL7441,11Apr74,22.0,54.0,0.0,nso_0251_00979.fts.gz,nso_0251_00979.jpg
nso_0251_01958,527.0,FL7441,12Apr74,21.0,10.0,10.0,nso_0251_01958.fts.gz,nso_0251_01958.jpg
nso_0251_02937,527.0,FL7441,13Apr74,18.0,45.0,5.0,nso_0251_02937.fts.gz,nso_0251_02937.jpg
nso_0251_03916,527.0,FL7441,14Apr74,18.0,11.0,0.0,nso_0251_03916.fts.gz,nso_0251_03916.jpg
nso_0251_04895,527.0,FL7441,15Apr74,16.0,10.0,15.0,nso_0251_04895.fts.gz,nso_0251_04895.jpg
nso_0251_05874,527.0,FL7441,16Apr74,14.0,5.0,5.0,nso_0251_05874.fts.gz,nso_0251_05874.jpg
nso_0251_06853,527.0,FL7441,16Apr74,23.0,5.0,0.0,nso_0251_06853.fts.gz,nso_0251_06853.jpg
nso_0251_07832,527.0,FL7442,17Apr74,20.0,50.0,5.0,nso_0251_07832.fts.gz,nso_0251_07832.jpg
nso_0251_08811,527.0,FL7442,17Apr74,19.0,30.0,20.0,nso_0251_08811.fts.gz,nso_0251_08811.jpg
nso_0251_09790,527.0,FL7442,19Apr74,17.0,27.0,0.0,nso_0251_09790.fts.gz,nso_0251_09790.jpg
nso_0251_10769,527.0,FL7442,20Apr74,17.0,3.0,0.0,nso_0251_10769.fts.gz,nso_0251_10769.jpg
nso_0251_11748,527.0,FL7442,21Apr74,14.0,42.0,0.0,nso_0251_11748.fts.gz,nso_0251_11748.jpg
nso_0251_12727,527.0,FL7442,21Apr74,23.0,40.0,0.0,nso_0251_12727.fts.gz,nso_0251_12727.jpg
nso_0251_13706,527.0,FL7442,23Apr74,13.0,54.0,0.0,nso_0251_13706.fts.gz,nso_0251_13706.jpg
nso_0251_14685,527.0,FL7443,24Apr74,13.0,0.0,40.0,nso_0251_14685.fts.gz,nso_0251_14685.jpg
nso_0251_15664,527.0,FL7443,24May74,23.0,46.0,0.0,nso_0251_15664.fts.gz,nso_0251_15664.jpg
nso_0251_16643,527.0,FL7443,25May74,21.0,40.0,0.0,nso_0251_16643.fts.gz,nso_0251_16643.jpg
nso_0251_17622,527.0,FL7443,26May74,19.0,17.0,0.0,nso_0251_17622.fts.gz,nso_0251_17622.jpg
nso_0251_18601,527.0,FL7443,27May74,18.0,5.0,20.0,nso_0251_18601.fts.gz,nso_0251_18601.jpg
nso_0251_19580,527.0,FL7443,28May74,22.0,24.0,0.0,nso_0251_19580.fts.gz,nso_0251_19580.jpg
nso_0252_00818,527.0,FL7443,31May74,12.0,49.0,0.0,nso_0252_00818.fts.gz,nso_0252_00818.jpg
nso_0252_01636,527.0,FL7444,31May74,20.0,50.0,0.0,nso_0252_01636.fts.gz,nso_0252_01636.jpg
nso_0252_02454,527.0,FL7444,01Jun74,15.0,59.0,0.0,nso_0252_02454.fts.gz,nso_0252_02454.jpg
nso_0252_03272,527.0,FL7444,01Jun74,23.0,5.0,5.0,nso_0252_03272.fts.gz,nso_0252_03272.jpg
nso_0252_04090,527.0,FL7444,02Jun74,18.0,54.0,15.0,nso_0252_04090.fts.gz,nso_0252_04090.jpg
nso_0252_04908,527.0,FL7444,03Jun74,18.0,15.0,0.0,nso_0252_04908.fts.gz,nso_0252_04908.jpg
nso_0252_05726,527.0,FL7444,04Jun74,13.0,17.0,0.0,nso_0252_05726.fts.gz,nso_0252_05726.jpg
nso_0252_06544,527.0,FL7444,04Jun74,20.0,44.0,0.0,nso_0252_06544.fts.gz,nso_0252_06544.jpg
nso_0252_07362,527.0,FL7444,05Jun74,17.0,5.0,10.0,nso_0252_07362.fts.gz,nso_0252_07362.jpg
nso_0252_08180,527.0,FL7444,06Jun74,14.0,35.0,10.0,nso_0252_08180.fts.gz,nso_0252_08180.jpg
nso_0252_08998,527.0,FL7445,06Jun74,21.0,55.0,10.0,nso_0252_08998.fts.gz,nso_0252_08998.jpg
nso_0252_09816,527.0,FL7445,07Jun74,19.0,56.0,0.0,nso_0252_09816.fts.gz,nso_0252_09816.jpg
nso_0252_10634,527.0,FL7445,08Jun74,15.0,30.0,5.0,nso_0252_10634.fts.gz,nso_0252_10634.jpg
nso_0252_11452,527.0,FL7445,08Jun74,22.0,54.0,0.0,nso_0252_11452.fts.gz,nso_0252_11452.jpg
nso_0252_12270,527.0,FL7445,09Jun74,19.0,17.0,0.0,nso_0252_12270.fts.gz,nso_0252_12270.jpg
nso_0252_13088,527.0,FL7445,10Jun74,15.0,25.0,10.0,nso_0252_13088.fts.gz,nso_0252_13088.jpg
nso_0252_13906,527.0,FL7445,10Jun74,22.0,50.0,0.0,nso_0252_13906.fts.gz,nso_0252_13906.jpg
nso_0252_14724,527.0,FL7445,11Jun74,18.0,46.0,0.0,nso_0252_14724.fts.gz,nso_0252_14724.jpg
nso_0252_15542,527.0,FL7445,12Jun74,15.0,0.0,0.0,nso_0252_15542.fts.gz,nso_0252_15542.jpg
nso_0252_16360,,,,,,,nso_0252_16360.fts.gz,nso_0252_16360.jpg
nso_0253_00879,527.0,FL7446,14Jun74,13.0,13.0,0.0,nso_0253_00879.fts.gz,nso_0253_00879.jpg
nso_0253_01758,527.0,FL7446,15Jun74,16.0,40.0,20.0,nso_0253_01758.fts.gz,nso_0253_01758.jpg
nso_0253_02637,527.0,FL7446,16Jun74,14.0,16.0,50.0,nso_0253_02637.fts.gz,nso_0253_02637.jpg
nso_0253_03516,527.0,FL7446,16Jun74,23.0,54.0,0.0,nso_0253_03516.fts.gz,nso_0253_03516.jpg
nso_0253_04395,527.0,FL7446,17Jun74,20.0,33.0,0.0,nso_0253_04395.fts.gz,nso_0253_04395.jpg
nso_0253_05274,527.0,FL7446,18Jun74,17.0,0.0,20.0,nso_0253_05274.fts.gz,nso_0253_05274.jpg
nso_0253_06153,527.0,FL7446,19Jun74,13.0,9.0,0.0,nso_0253_06153.fts.gz,nso_0253_06153.jpg
nso_0253_07032,527.0,FL7447,20Jun74,13.0,15.0,10.0,nso_0253_07032.fts.gz,nso_0253_07032.jpg
nso_0253_07911,527.0,FL7447,21Jun74,13.0,25.0,5.0,nso_0253_07911.fts.gz,nso_0253_07911.jpg
nso_0253_08790,527.0,FL7447,21Jun74,16.0,5.0,10.0,nso_0253_08790.fts.gz,nso_0253_08790.jpg
nso_0253_09669,527.0,FL7447,22Jun74,15.0,34.0,0.0,nso_0253_09669.fts.gz,nso_0253_09669.jpg
nso_0253_10548,527.0,FL7447,24Jun74,16.0,51.0,0.0,nso_0253_10548.fts.gz,nso_0253_10548.jpg
nso_0253_11427,527.0,FL7447,25Jun74,14.0,39.0,0.0,nso_0253_11427.fts.gz,nso_0253_11427.jpg
nso_0253_12306,527.0,FL7447,26Jun74,14.0,38.0,0.0,nso_0253_12306.fts.gz,nso_0253_12306.jpg
nso_0253_13185,527.0,FL7447,27Jun74,17.0,10.0,10.0,nso_0253_13185.fts.gz,nso_0253_13185.jpg
nso_0253_14064,527.0,FL7447,28Jun74,21.0,25.0,0.0,nso_0253_14064.fts.gz,nso_0253_14064.jpg
nso_0253_14943,527.0,FL7448,29Jun74,20.0,25.0,5.0,nso_0253_14943.fts.gz,nso_0253_14943.jpg
nso_0253_15822,527.0,FL7448,30Jun74,22.0,44.0,30.0,nso_0253_15822.fts.gz,nso_0253_15822.jpg
nso_0253_16701,527.0,FL7448,01Jul74,17.0,54.0,0.0,nso_0253_16701.fts.gz,nso_0253_16701.jpg
nso_0253_17580,527.0,FL7448,02Jul74,18.0,34.0,55.0,nso_0253_17580.fts.gz,nso_0253_17580.jpg
nso_0254_00700,,,,,,,nso_0254_00700.fts.gz,nso_0254_00700.jpg
nso_0254_01400,,,,,,,nso_0254_01400.fts.gz,nso_0254_01400.jpg
nso_0254_02100,,,,,,,nso_0254_02100.fts.gz,nso_0254_02100.jpg
nso_0254_02800,527.0,FL7450,05Jul74,15.0,28.0,15.0,nso_0254_02800.fts.gz,nso_0254_02800.jpg
nso_0254_03500,527.0,FL7450,06Jul74,19.0,18.0,10.0,nso_0254_03500.fts.gz,nso_0254_03500.jpg
nso_0254_04200,527.0,FL7450,06Jul74,20.0,35.0,5.0,nso_0254_04200.fts.gz,nso_0254_04200.jpg
nso_0254_04900,,,,,,,nso_0254_04900.fts.gz,nso_0254_04900.jpg
nso_0254_05600,527.0,FL7450,12Jul74,19.0,52.0,0.0,nso_0254_05600.fts.gz,nso_0254_05600.jpg
nso_0254_06300,527.0,FL7450,16Jul74,15.0,24.0,0.0,nso_0254_06300.fts.gz,nso_0254_06300.jpg
nso_0254_07000,527.0,FL7451,18Jul74,15.0,40.0,0.0,nso_0254_07000.fts.gz,nso_0254_07000.jpg
nso_0254_07700,527.0,FL7451,21Jul74,16.0,25.0,0.0,nso_0254_07700.fts.gz,nso_0254_07700.jpg
nso_0254_08400,,,,,,,nso_0254_08400.fts.gz,nso_0254_08400.jpg
nso_0254_09100,527.0,FL7452,22Jul74,22.0,13.0,20.0,nso_0254_09100.fts.gz,nso_0254_09100.jpg
nso_0254_09800,527.0,FL7452,23Jul74,18.0,2.0,0.0,nso_0254_09800.fts.gz,nso_0254_09800.jpg
nso_0254_10500,527.0,FL7452,24Jul74,18.0,11.0,0.0,nso_0254_10500.fts.gz,nso_0254_10500.jpg
nso_0254_11200,527.0,FL7452,25Jul74,15.0,55.0,20.0,nso_0254_11200.fts.gz,nso_0254_11200.jpg
nso_0254_11900,527.0,FL7452,27Jul74,13.0,22.0,0.0,nso_0254_11900.fts.gz,nso_0254_11900.jpg
nso_0254_12600,527.0,FL7452,28Jul74,18.0,5.0,20.0,nso_0254_12600.fts.gz,nso_0254_12600.jpg
nso_0254_13300,527.0,FL7452,31Jul74,13.0,5.0,5.0,nso_0254_13300.fts.gz,nso_0254_13300.jpg
nso_0254_14000,527.0,FL7452,05Aug74,18.0,44.0,0.0,nso_0254_14000.fts.gz,nso_0254_14000.jpg
nso_0255_01025,527.0,FL7453,07Aug74,16.0,1.0,0.0,nso_0255_01025.fts.gz,nso_0255_01025.jpg
nso_0255_02050,527.0,FL7453,08Aug74,16.0,11.0,0.0,nso_0255_02050.fts.gz,nso_0255_02050.jpg
nso_0255_03075,,,,,,,nso_0255_03075.fts.gz,nso_0255_03075.jpg
nso_0255_04100,527.0,FL7453,11Aug74,13.0,43.0,0.0,nso_0255_04100.fts.gz,nso_0255_04100.jpg
nso_0255_05125,527.0,FL7453,11Aug74,23.0,5.0,15.0,nso_0255_05125.fts.gz,nso_0255_05125.jpg
nso_0255_06150,527.0,FL7453,12Aug74,21.0,11.0,0.0,nso_0255_06150.fts.gz,nso_0255_06150.jpg
nso_0255_07175,527.0,FL7454,14Aug74,13.0,22.0,0.0,nso_0255_07175.fts.gz,nso_0255_07175.jpg
nso_0255_08200,527.0,FL7454,14Aug74,23.0,4.0,0.0,nso_0255_08200.fts.gz,nso_0255_08200.jpg
